2020-03-18 10:45:28	28.16387	15	102.424
2020-03-18 10:45:29	28.16387	15	102.424
2020-03-18 10:45:30	28.16387	15	102.424
2020-03-18 10:45:31	28.1264	15	102.424
2020-03-18 10:45:32	28.1264	15	102.424
2020-03-18 10:45:33	28.1264	15	102.424
2020-03-18 10:45:34	28.1264	15	102.424
2020-03-18 10:45:35	28.1264	15	102.424
2020-03-18 10:45:36	28.1264	15	102.424
2020-03-18 10:45:37	28.03264	15	102.424
2020-03-18 10:45:38	28.03264	15	102.424
2020-03-18 10:45:39	28.03264	15	102.424
2020-03-18 10:45:40	28.03264	15	102.424
2020-03-18 10:45:41	28.03264	15	102.424
2020-03-18 10:45:42	28.03264	15	102.424
2020-03-18 11:00:47	27.98702	15	102.424
2020-03-18 11:01:54	28.17121	15	102.424
2020-03-18 11:01:56	79.18031	15	102.424
2020-03-18 11:01:58	79.18031	15	102.424
2020-03-18 11:02:00	28.06778	15	102.424
2020-03-18 11:02:02	28.06778	15	102.424
2020-03-18 11:02:04	28.06778	15	102.424
2020-03-18 11:02:06	28.1346	15	102.424
2020-03-18 11:02:08	28.1346	15	102.424
2020-03-18 11:02:10	28.1346	15	102.424
