1               	2122            	2141            	2123            	2142            	2122            	2136            	2132            	2130            	2120            	2129            	
2               	2896            	2888            	2860            	2893            	2885            	2889            	2885            	2893            	2879            	2887            	
3               	3675            	3680            	3653            	3687            	3675            	3668            	3671            	3670            	3639            	3676            	
4               	4075            	4082            	4049            	4081            	4079            	4078            	4078            	4078            	4048            	4086            	
5               	4344            	4358            	4318            	4366            	4348            	4365            	4348            	4349            	4322            	4347            	
6               	4659            	4671            	4645            	4679            	4655            	4670            	4659            	4663            	4637            	4662            	
7               	5247            	5254            	5215            	5263            	5240            	5249            	5248            	5244            	5215            	5247            	
8               	5634            	5655            	5607            	5668            	5637            	5654            	5643            	5639            	5602            	5656            	
9               	6389            	6397            	6349            	6414            	6373            	6397            	6381            	6380            	6343            	6395            	
10              	7866            	7891            	7833            	7900            	7859            	7886            	7884            	7856            	7824            	7877            	
11              	8950            	8975            	8903            	8989            	8952            	8976            	8956            	8959            	8910            	8961            	
12              	9207            	9231            	9168            	9259            	9198            	9225            	9210            	9219            	9162            	9224            	
13              	9009            	9033            	8984            	9058            	9010            	9042            	9018            	9017            	8966            	9035            	
14              	9523            	9544            	9467            	9553            	9504            	9541            	9515            	9520            	9465            	9530            	
15              	9683            	9725            	9656            	9739            	9695            	9720            	9695            	9699            	9639            	9702            	
16              	9670            	9697            	9624            	9713            	9662            	9693            	9660            	9676            	9618            	9687            	
17              	10698           	10726           	10634           	10736           	10692           	10716           	10703           	10686           	10635           	10710           	
18              	12254           	12289           	12210           	12307           	12252           	12303           	12266           	12266           	12189           	12282           	
19              	12594           	12630           	12534           	12651           	12584           	12628           	12605           	12611           	12532           	12625           	
20              	11690           	11720           	11634           	11752           	11673           	11710           	11694           	11681           	11612           	11695           	
21              	10673           	10698           	10610           	10716           	10659           	10700           	10672           	10674           	10620           	10679           	
22              	9979            	9995            	9931            	10013           	9956            	9993            	9975            	9975            	9913            	9992            	
23              	9466            	9482            	9433            	9507            	9469            	9480            	9459            	9469            	9411            	9472            	
24              	9274            	9291            	9235            	9310            	9269            	9288            	9272            	9278            	9228            	9283            	
25              	9413            	9435            	9386            	9459            	9421            	9437            	9419            	9417            	9370            	9426            	
26              	9434            	9445            	9395            	9466            	9425            	9450            	9443            	9448            	9386            	9450            	
27              	9424            	9437            	9394            	9451            	9423            	9442            	9408            	9430            	9377            	9434            	
28              	9453            	9483            	9422            	9487            	9453            	9472            	9462            	9465            	9410            	9470            	
29              	9888            	9906            	9855            	9931            	9880            	9909            	9896            	9906            	9847            	9905            	
30              	10785           	10805           	10750           	10829           	10779           	10809           	10788           	10798           	10729           	10796           	
31              	11118           	11147           	11079           	11153           	11102           	11137           	11120           	11127           	11067           	11141           	
32              	11117           	11143           	11085           	11153           	11108           	11138           	11122           	11120           	11062           	11132           	
