GAS
N2	99999
SO2	503
NO	500

FLOW
1	True	2000	0	0	0.00	0.00	
2	True	1500	0	500	0.00	125.00	
3	True	1000	0	1000	0.00	250.00	
4	True	500	0	1500	0.00	375.00	
5	True	0	0	2000	0.00	500.00	
6	True	1500	500	0	125.75	0.00	
7	True	1000	500	500	125.75	125.00	
8	True	0	500	1500	125.75	375.00	
9	True	1000	1000	0	251.50	0.00	
10	True	0	1000	1000	251.50	250.00	
11	True	500	1500	0	377.25	0.00	
12	True	0	1500	500	377.25	125.00	
13	True	0	2000	0	503.00	0.00	

SPEC
1	2	3	4	5	6	7	8	9	10	11	12	13	
19014.4	19030.44	18995.02	19051.88	19026.08	18988.18	18977.46	18996.88	18978.5	18941.7	18959.44	18967.04	18971.14	
18124.6	18142.98	18113.02	18162.04	18132.56	18104.3	18102.98	18103.94	18102.74	18067.52	18074.94	18085.5	18091.18	
17684.32	17686.82	17661.82	17715.5	17678.32	17662.74	17656.16	17656.58	17659.08	17620.16	17629.48	17637.6	17640.9	
17906.76	17915.1	17903.24	17949.5	17917.28	17895.76	17890.32	17894.76	17893.42	17856.34	17866.32	17882	17875.16	
18194.52	18198.62	18193.92	18236.8	18211.8	18187.24	18188.62	18189.26	18194.46	18153.5	18174.12	18177.8	18178.92	
17722.44	17728.12	17725.06	17772.2	17745.04	17721.7	17728.36	17730.76	17728.68	17695.64	17714.32	17724.32	17724.26	
16567.22	16571.92	16565.4	16607.92	16586.58	16561.66	16565.4	16568.28	16573.08	16542.82	16555.28	16568.62	16574.22	
15385.56	15397.26	15382.58	15424.34	15405.32	15388.2	15389.98	15392.28	15392.3	15363.38	15381.66	15386.12	15391.64	
14621.72	14628.52	14614.02	14654.64	14630.74	14614.26	14614.94	14610.78	14619.88	14588.96	14609.78	14613.54	14613.64	
14384.4	14380.66	14381.58	14419.98	14397.74	14373.2	14379.68	14375.22	14379.88	14346.18	14368.06	14373.36	14367.82	
14436.3	14440.08	14430.54	14477.5	14448.44	14432.72	14440.08	14432.9	14437.32	14404.5	14421.24	14431.7	14417.62	
14387.24	14387.98	14384.32	14427.02	14408.02	14381.74	14389.38	14392.44	14390.3	14366.68	14385.36	14385.7	14382.3	
14063.04	14063.62	14056.82	14097.1	14081.58	14064.14	14066.16	14068.72	14067.2	14042.18	14055.18	14063.38	14065.12	
13699.36	13702.04	13699.42	13739.92	13714	13703.2	13698.2	13701.06	13701.06	13681.12	13688.82	13699.12	13699.62	
13467.7	13469.82	13462.76	13503.4	13484.62	13463.18	13461.38	13466.78	13467.4	13441.36	13455.48	13462.1	13461.22	
13379.58	13389.02	13373.4	13414.5	13397.02	13372.5	13373.62	13384.12	13378.3	13359.4	13369.9	13374.16	13376.12	
13451.72	13451.6	13436.14	13477.04	13458.12	13433.22	13437.34	13437.92	13433.58	13409.94	13423.2	13427.06	13438.1	
13732.04	13737.86	13719.78	13758.9	13739.44	13716.66	13714.5	13721.52	13718.72	13688.44	13698.4	13702.68	13713.08	
14183.24	14193.52	14171.94	14220.46	14191.74	14161.92	14165.82	14172.44	14165.26	14139.06	14152.34	14155.54	14169.36	
14765.94	14775.22	14751.62	14792.82	14767.86	14747.06	14747.66	14750.1	14746.28	14720.46	14726.86	14736.06	14749.72	
15465.92	15478.78	15449.2	15491.18	15471.22	15446.46	15440.46	15448.48	15442.98	15410.38	15425.5	15425.28	15448.34	
16387.74	16401.32	16376.82	16422.32	16397.62	16363.6	16362.58	16368.66	16366.18	16328.22	16338.22	16348.86	16366.7	
17532.4	17540.08	17511.22	17569.62	17539.08	17504.44	17494.12	17508.08	17504.82	17466.54	17475.58	17482.72	17507.54	
18810.96	18826.08	18788.76	18846.8	18810.26	18774.24	18772.12	18782.26	18774.16	18739.84	18742	18762.8	18782.28	
20252.88	20264.68	20222.66	20286.6	20246.7	20206.14	20203.76	20215.14	20208	20158.58	20170.8	20179.96	20217.88	
22064.04	22084.72	22023.58	22086.2	22053.1	22001.82	21994.76	22014.38	22005.14	21945.78	21962.28	21974.9	22027.98	
24118.18	24132.52	24061.9	24133.24	24090.6	24032.44	24030.32	24052.96	24037.68	23977.5	23989.72	23999.48	24079.16	
25680.94	25712.12	25619.14	25697.32	25650.14	25598.48	25585.44	25613.5	25598.36	25535.78	25543.96	25565.2	25663.28	
25920.94	25960.32	25856.26	25933.82	25895.2	25832.32	25824.36	25862.52	25844.94	25784.62	25802.78	25816.84	25921.64	
24786.44	24815	24732.92	24813.9	24769.1	24710.56	24703.68	24739.52	24725.8	24669.52	24688.24	24698.76	24795.08	
22786.52	22818.24	22743.22	22810.84	22777.16	22724.74	22726.92	22750.24	22737.68	22684.34	22691.04	22712.18	22781.34	
20545.74	20572.76	20515.62	20585	20551.6	20504.16	20501.5	20519.34	20504.94	20457.8	20472.04	20492.08	20527.5	
18557.58	18577.2	18539.06	18592.94	18567.98	18520.38	18524.78	18541.24	18523.84	18487.94	18494.2	18506.56	18528.88	
17142.38	17160.64	17134.12	17180.28	17151.6	17108.96	17123.96	17123.74	17117.24	17083.78	17079	17094.52	17105.34	
16284.12	16296.78	16265.8	16321.54	16288.64	16255.72	16255.36	16260.22	16247.68	16217.32	16217.56	16233.28	16226.4	
15878.26	15893.36	15866.84	15917.72	15897.04	15843.48	15849.64	15854.5	15845.62	15811.9	15803.92	15818.16	15814.02	
15843.62	15856.68	15839.52	15888.9	15859.18	15815.94	15820.72	15817.94	15804.04	15775.82	15767.14	15773.84	15769.14	
16138.4	16148.88	16124.86	16173.34	16148.18	16102	16101.64	16108.9	16087.38	16062.9	16047.98	16060.9	16053.4	
16792.4	16806.24	16768.5	16819.96	16798.88	16752.08	16751.7	16760.62	16734.6	16706.38	16700.14	16709.74	16707.56	
17980.2	17996.06	17957.78	18009.94	17983.8	17930.32	17935.2	17940.2	17917.22	17875.56	17874	17882.68	17890.34	
19826.14	19849.46	19794.06	19852.18	19818.92	19760.22	19760.62	19767.24	19740.08	19698.12	19687.36	19698.8	19717.38	
22448.58	22472.56	22392.76	22468.68	22432.46	22356.56	22349.2	22366.7	22329.54	22283.6	22267.76	22278.26	22310.28	
26067.68	26101.02	25993.22	26073.18	26031.52	25936.76	25925.44	25953.52	25901.68	25837.9	25810.56	25824.2	25887.38	
30708.74	30751.4	30621.24	30707.92	30659.7	30536.72	30524.46	30569.42	30499.94	30421.68	30394.76	30409.22	30505.46	
34394.1	34440.74	34290.78	34384.24	34333.22	34205.26	34183.54	34232.02	34162.42	34072.08	34037.32	34058.44	34191.46	
34635.22	34686.98	34525.5	34633.78	34574.8	34446.32	34430.86	34487.02	34413.2	34323.94	34290.76	34304.26	34444.02	
31932.14	31987.9	31851.14	31955.5	31902.34	31770.3	31763.54	31814.7	31740.06	31673.82	31634.68	31655.84	31751.58	
28924.4	28965.1	28849.2	28940.78	28892.64	28785.08	28774.62	28804.56	28752.22	28685.5	28654.56	28677.46	28745.08	
26861.54	26899.08	26798.8	26873.22	26839.96	26739.4	26725.28	26758.4	26704.1	26641.9	26615.64	26628.7	26674.34	
25704.94	25743.34	25653.82	25731.88	25686.34	25590.96	25589.54	25611.48	25563.28	25503.1	25476.58	25493.94	25540.1	
24596.92	24625.98	24551.04	24626.12	24584.2	24496.82	24491.16	24518.08	24461.68	24405.38	24382.06	24396.64	24433.9	
22962.24	22986.74	22918.72	22986.48	22952.66	22861.94	22856.04	22876.54	22824.74	22781.14	22750.18	22761.76	22779.2	
21067.2	21088.74	21043.4	21096.46	21065.78	20981.66	20982.88	20990.5	20942.72	20901.06	20865.82	20872.34	20871.84	
19454.64	19471	19431.36	19483.3	19465.84	19378.74	19380.34	19389.96	19326.74	19298.08	19263.04	19279.16	19251.04	
18237.36	18253.58	18218.74	18274.02	18246.48	18168.84	18168.64	18170.32	18126.94	18098.04	18060.56	18069.78	18039.94	
17339.56	17356.26	17330.7	17376.06	17348.2	17278.02	17283.56	17282.36	17241.08	17213.1	17174.26	17181.5	17146.28	
16793.64	16797.92	16777.82	16828.8	16809.54	16735.6	16735.04	16734.14	16688.44	16661.36	16625.52	16639.78	16592.02	
16623.98	16627.44	16617.08	16662.4	16633.46	16559.3	16563.88	16566.86	16507.84	16484.42	16438.2	16454.04	16396.86	
16727.02	16737.12	16718.36	16760.78	16744.04	16655.8	16665.12	16660.52	16610.06	16580.46	16539.36	16547.06	16488.88	
17103.98	17113.44	17093.14	17136.1	17112.04	17030.02	17040.74	17036.72	16977.92	16952.28	16907.76	16914.84	16858.46	
17913.4	17924.04	17891.34	17943.42	17920.26	17829.36	17832.98	17832.86	17771.4	17739.42	17698.44	17697.2	17654.54	
19446.4	19456.88	19421.96	19470.32	19444.22	19347.48	19343.92	19347.78	19279.44	19244.4	19192.14	19188.9	19159.86	
21608.78	21632.9	21579.3	21631.54	21599.72	21491.52	21482.32	21492.3	21408.88	21368.82	21305.82	21312.66	21286.78	
23090.72	23105.32	23045.54	23109.88	23077.48	22957.78	22941.4	22966.44	22876.36	22830.84	22759.6	22772.86	22762.08	
22602.34	22631.32	22566.32	22627.06	22600.42	22475.4	22469.32	22494.82	22409.06	22369.98	22306.82	22314.88	22304.28	
20764.46	20789.56	20740.46	20794	20764.52	20658.34	20657.38	20666.28	20591.5	20555.66	20494	20502.58	20476.78	
18880.34	18894.68	18862.16	18911.64	18890.76	18778.56	18790.74	18787.2	18718.22	18683.68	18627.24	18631.46	18583.3	
17441.96	17449.46	17433.76	17480.72	17451.84	17357.22	17361.26	17365.12	17290.26	17255.44	17199.8	17202.84	17135.68	
16430.88	16441.64	16427.78	16473.3	16445.44	16353.64	16354.18	16356.86	16286.26	16259.84	16198.48	16209.76	16135.32	
15728.4	15731.92	15723.7	15768.72	15746.64	15654.36	15659.14	15661.1	15583.6	15560.32	15501.78	15509.24	15431.16	
15251.72	15261.32	15248.62	15290.16	15268.2	15179.9	15186.1	15179.46	15115.56	15088.26	15035.24	15041.24	14958.1	
14952.78	14959.56	14956.4	14996.04	14976.56	14879.52	14886.36	14882.12	14812.06	14786.62	14733.22	14734.2	14654.42	
14747.22	14755.16	14751.8	14799.08	14769.9	14667.94	14680.96	14675.22	14599.98	14576.8	14516.5	14518.84	14429.7	
14595.56	14599.62	14592.58	14633.28	14613.52	14507.06	14515	14503.48	14434.16	14406.46	14333.26	14337.88	14243.62	
14517.38	14518.7	14518.14	14555.34	14534.46	14426.34	14437.34	14426.08	14336.14	14316.88	14242.72	14241.92	14137.54	
14592.82	14590.94	14603.96	14633.6	14613.48	14504.06	14507.68	14508.34	14419.3	14399.12	14321.7	14323.08	14219.48	
14733.16	14734.74	14736.5	14771.48	14753.66	14653.88	14660.1	14650.84	14569.32	14553.16	14480.1	14479.54	14379.4	
14877.06	14877.7	14877.88	14915.54	14892.54	14792.92	14805.24	14796.26	14724.04	14701.14	14626.56	14636.58	14539.56	
15075.64	15077.18	15085.88	15118.4	15098.66	14992.48	15009.5	15000.6	14918.08	14898.8	14835.32	14834.18	14734.54	
15369.82	15372.08	15371.82	15416.26	15387.56	15276.18	15287.22	15280.82	15187.8	15173.64	15093.7	15096.3	14985.38	
15892.32	15892.52	15893.02	15929.72	15907.02	15779.98	15784.88	15780.58	15678.48	15656.8	15560.94	15563.12	15444.26	
16958.24	16969.98	16957.92	17000.88	16974.9	16833.32	16838.22	16831.72	16711.48	16687.24	16576.18	16584.76	16444.08	
18011.96	18018.36	18013.22	18050.34	18031.48	17874.34	17883.7	17877.42	17750.9	17721.22	17609.16	17617.94	17484.74	
18205.7	18216.52	18206.86	18254.74	18227.48	18076.66	18082.04	18070.94	17950.06	17920.36	17802.78	17809.94	17671.84	
17906.4	17910.68	17907.84	17949.14	17923.38	17772.28	17775.82	17769.46	17634.18	17610.38	17487.54	17492.82	17348.44	
18063.82	18071.96	18061.66	18106.88	18079.8	17920.18	17924.08	17920.04	17787.72	17761.02	17637.4	17640.04	17500.44	
18990.96	18995.6	18981.5	19028.46	18998.26	18836.84	18839.66	18834.14	18693.08	18661.34	18535.24	18546.28	18398.28	
20401.84	20408.22	20386.38	20436.78	20411.86	20225	20227.64	20226.8	20067.92	20038.44	19894.14	19898.22	19749.04	
21933.78	21943.76	21918.58	21960.36	21934.68	21733.7	21731.62	21738.12	21557.02	21524.86	21357.8	21372.1	21219.88	
23706.94	23728.8	23675	23738.58	23704.16	23461.22	23461.04	23468.9	23268.22	23224.34	23052.52	23052.34	22899.58	
26187.04	26216.12	26143.86	26206.78	26173.74	25898.08	25891.04	25904.36	25675.46	25620.84	25409.2	25415.46	25264.56	
29424.98	29449.3	29359.84	29427.56	29390.32	29073.58	29059.12	29090.62	28810.64	28756.62	28515.16	28523.44	28365.72	
31448.02	31488.26	31383.9	31452.36	31415.64	31070.94	31056.78	31092.2	30783.94	30724	30460.06	30468.52	30310.76	
30293.28	30327.94	30237.56	30308.52	30270.98	29938.8	29915.8	29953.98	29648.54	29596.28	29331.4	29348.66	29168.18	
26658.94	26691.62	26621.86	26687.02	26656.4	26342.38	26339.84	26364.38	26089.02	26047.24	25801.28	25814.48	25628.54	
22858.72	22882.4	22835.56	22889.84	22860.34	22581.76	22588.5	22600.18	22351.7	22324.1	22101.3	22104.78	21905.98	
19759.8	19782.5	19752.6	19800.76	19778.32	19534.98	19536.58	19537.06	19327.08	19301.78	19099.8	19110.4	18911.98	
17451.5	17460.92	17443.18	17489.34	17474.16	17257.3	17253.06	17249.52	17067.48	17040.62	16862.56	16873.64	16685.76	
15831.98	15837.66	15822.88	15864.78	15849.2	15650.38	15654.76	15645.86	15473.32	15458.82	15293.64	15297.72	15119.6	
14820	14832.86	14826.14	14856.62	14840.02	14657.32	14660.12	14656.78	14492.46	14477.08	14326.44	14327.26	14164.58	
14272.6	14280.08	14274.54	14303.18	14291.1	14115.7	14115.9	14112.1	13957.18	13945.82	13799.9	13801.4	13647.9	
14008.06	14014	14004.22	14036.86	14021.3	13850.7	13853.48	13854.52	13700.5	13682.9	13542.52	13544.52	13396.4	
13748.26	13760.26	13747.62	13776.32	13763.46	13603.16	13602.92	13599.04	13461.7	13443.36	13310.98	13314.46	13164.06	
13323.98	13323.48	13322.16	13347.3	13334.8	13179.96	13183.22	13185	13038.06	13026.46	12903.2	12901.72	12760.78	
12757.58	12759.82	12756.24	12789.04	12768.28	12618.28	12620.8	12621.34	12482.94	12465.58	12347.12	12342.86	12198.1	
12190.04	12191.18	12193.66	12223.04	12209.7	12056.74	12060.78	12053.2	11913.66	11904.02	11775.86	11777.5	11631.1	
11647.1	11649.22	11648.5	11680.3	11662.58	11507.26	11516.14	11506.96	11362.88	11357.22	11222.96	11223.38	11073.3	
11129.38	11131.46	11137.44	11163.62	11146.74	10994.22	10995.38	10991.78	10845.68	10833.56	10697.84	10696.7	10531.66	
10705.28	10704.52	10710.68	10738.32	10718.88	10558.22	10562.92	10560.2	10416.92	10404.5	10263.66	10263.68	10099.26	
10423.94	10422.3	10424.54	10445.4	10431.8	10277.56	10284.94	10275.32	10136.7	10124.3	9986.68	9988.291	9832.221	
10264.7	10262.02	10270.04	10287.26	10282.84	10133.26	10133.8	10123.38	9986.811	9972.2	9845.15	9844.149	9691.39	
10239.58	10235.98	10249.66	10267.28	10252.06	10107.34	10113.7	10104.7	9966.88	9953.22	9823.39	9827.96	9679.471	
10336.06	10332.96	10336.34	10361.1	10350.14	10190.48	10197.4	10191.5	10046.84	10037.1	9903.74	9906.05	9750.681	
10550.48	10554.88	10560.56	10581.44	10570.12	10405.36	10404.42	10395.3	10239.38	10229.88	10086.38	10085.5	9927.311	
10990.26	10985.84	10995.26	11020.88	11002.78	10823.04	10823.74	10823.3	10657.16	10643.46	10485.48	10484.4	10307.46	
11786.52	11791	11793.6	11816.26	11799.62	11601.5	11607.12	11596.24	11416.48	11402.26	11228.88	11225.92	11039.6	
12567.74	12568.46	12570.78	12594.82	12580.74	12364.7	12367.86	12361.8	12163.26	12149.28	11960.06	11960.14	11758.44	
12599.1	12601.42	12611.34	12630.38	12622.04	12409.56	12409.84	12406.5	12209.4	12198.76	12014.92	12013.5	11817.42	
11942.2	11940.28	11949.2	11968.94	11952.3	11757.16	11763.22	11758.2	11570.86	11559.32	11393.5	11390.22	11201.08	
11288.36	11292.76	11292	11316.96	11296.84	11108.34	11121.66	11109.14	10937.46	10927	10761.28	10755.1	10581.96	
10924.22	10929.74	10925.92	10953.26	10932.52	10756.46	10753.36	10749.72	10573.6	10566.4	10403.3	10403.1	10229	
10779.36	10781.66	10780.92	10798.88	10784.44	10587.98	10594.14	10585.42	10403.24	10397.72	10220	10220.26	10036.04	
10737.12	10737.88	10742.9	10758.22	10748.7	10534.38	10537.54	10534.26	10335.32	10322.58	10135.4	10132.58	9939.891	
10666.44	10662.5	10662.04	10678.28	10674.1	10462.78	10465.94	10463.26	10266.84	10256.88	10065.64	10068.88	9874.341	
10476.1	10478.36	10478.24	10499.82	10486.8	10288.88	10298.16	10289.58	10104.94	10094.08	9920.39	9919.771	9729.529	
10332.76	10331.38	10335.58	10354.12	10345.12	10151.66	10152.18	10145.82	9961.32	9959.999	9783.52	9785.811	9600.65	
10285.06	10284.58	10291.02	10306.46	10297.56	10103.3	10112.96	10101.06	9922.561	9918.8	9750.05	9752.16	9562.3	
10261.24	10259.92	10269.42	10283.46	10277.32	10078.68	10089.88	10079.32	9901.82	9889.6	9719.35	9720.85	9530.82	
10166.64	10162.66	10171.86	10187.22	10178.76	9981.15	9986.631	9973.59	9797.24	9788.811	9614.141	9616.98	9419.87	
10035.98	10033.64	10047.06	10069.06	10051.26	9865.45	9866.62	9863.46	9681.76	9670.479	9502.851	9502.6	9302.26	
10035.6	10029.5	10043.7	10066.7	10053.04	9859.41	9869.85	9855.87	9678.869	9671.381	9504.98	9500.05	9305.33	
10396.74	10389.66	10410.12	10421.6	10406.1	10203.04	10212.7	10203.28	10010.1	10005.89	9820.08	9821.28	9615.26	
11411.72	11401.6	11422.6	11435.36	11424.66	11192.3	11193.14	11184.02	10958.46	10947.8	10744.66	10740.76	10506.98	
13408	13400.76	13411.36	13438.58	13416.64	13130.74	13135.02	13125.16	12849.22	12830.02	12580.26	12564.12	12297.14	
15649.74	15639.26	15653.7	15676.8	15657.36	15310.82	15319.04	15311.22	14976.56	14960.1	14647.54	14641.62	14323.1	
16333.28	16331.4	16350.42	16375.52	16358.98	15982.42	15994.9	15987.6	15633.4	15615.14	15287.4	15282.76	14935	
15092.72	15091.08	15116.8	15137.96	15126.4	14780.5	14793.06	14777.8	14447.3	14437.14	14127.56	14125	13791.32	
13549.04	13543.98	13565.82	13590.54	13574.5	13258.28	13271.82	13249.3	12958	12947.2	12664.22	12661.84	12356.3	
12624.46	12624.58	12642.16	12656.5	12645.56	12345.12	12357.58	12345.24	12063.14	12054.5	11784.64	11788.38	11499.46	
12240.02	12236.68	12243.38	12264.88	12253.8	11956.14	11963.36	11953.6	11672.74	11661.36	11400.34	11395.3	11109.96	
12056.56	12060	12062.82	12079.28	12066.1	11765.3	11769.48	11758.1	11469.24	11453.88	11183.36	11177.12	10895.32	
11896.04	11892.22	11903.38	11925.32	11908.66	11596.76	11598.82	11590.16	11298.6	11284.04	11011.76	11006.68	10717.88	
11673.74	11671.96	11682.78	11697.1	11690.36	11395.1	11397.04	11392	11120.34	11104.78	10849.1	10849.26	10575.74	
11391.74	11392.94	11404.14	11419.94	11404.2	11142.96	11147.34	11142.76	10896.54	10887.12	10652.9	10650.84	10398.32	
11055.06	11056.3	11073.1	11086.24	11071.66	10826.74	10827.56	10816.46	10574.9	10574	10338.72	10339.88	10093.54	
10758.14	10751.94	10770.04	10781.12	10771.06	10518	10521.2	10506.92	10263.66	10252.7	10025.84	10015.25	9762.91	
10532.4	10528.32	10547.76	10562	10552.26	10286.04	10291.38	10282.12	10028.84	10024.42	9786.279	9787.37	9520.64	
10402.84	10402	10416.98	10432.5	10422.68	10158.66	10163.66	10152.92	9899.25	9897.34	9655.291	9647.98	9389.65	
10461.6	10457.1	10471.18	10485.4	10472.32	10216.1	10224.74	10205.94	9957.761	9949.971	9717.959	9709.381	9443.42	
10850.72	10851.08	10869.52	10881.4	10871.58	10604.9	10613.66	10598.3	10344.82	10336.32	10099.54	10093.88	9829.109	
11550.58	11547.42	11566.82	11576.7	11563.3	11284.98	11296.18	11283.2	11011.16	11006.94	10753.3	10751.52	10473.78	
12201.32	12192.04	12223.1	12230.18	12219.32	11919.9	11928.36	11908.54	11622.48	11610.1	11334.9	11329.96	11035.36	
12483.46	12468.04	12498.32	12513.82	12500.32	12171.2	12181.9	12166.26	11860.32	11845.34	11554.6	11550.86	11221.96	
12547.66	12526.82	12565.82	12575.74	12563	12230.82	12242.02	12226.58	11910.86	11903.38	11600.4	11592.62	11260.52	
12762.62	12752.98	12781.9	12796.82	12786.02	12440.3	12453.94	12429.7	12104.92	12089.14	11789.3	11779.7	11436.2	
13114	13104.5	13139.56	13157.44	13144.02	12791.34	12808.22	12783.36	12447.38	12439.62	12124.76	12113.06	11759.74	
13344.56	13325.88	13358.04	13376.54	13359	12998.58	13012.42	12993.78	12647.84	12637.72	12315.86	12310.22	11949.52	
13329.24	13315.68	13353.12	13371.34	13354.22	12976.94	12996.56	12968.9	12610	12601.56	12261.42	12259.3	11882.3	
13170.24	13159.18	13192.46	13207.52	13190.26	12821.06	12836.78	12815.5	12456.6	12448.24	12106.72	12102.28	11728.1	
13018.82	13013.54	13044.12	13056.82	13052.04	12696.14	12706.76	12689.74	12356.78	12345.28	12025.74	12019.42	11663.4	
12934.96	12915.26	12958.98	12973.82	12958.44	12608.84	12618.66	12606.96	12265.46	12253.34	11947.2	11938.88	11586.2	
12877.32	12859.3	12897.4	12913.82	12899.58	12531.1	12543.68	12523.46	12176.64	12158.82	11835.8	11820.36	11453.58	
12878.62	12866.44	12902.68	12914.9	12906.48	12542.8	12552.4	12534.12	12178.64	12172.16	11845.84	11838.58	11466.58	
13053.06	13040.28	13075.4	13091.42	13076.96	12712.62	12734.46	12707.12	12358.88	12353.96	12020.16	12011.32	11638.5	
13360.78	13345.78	13395.94	13406.26	13390.14	12987.88	13006.54	12979.22	12597.08	12584.9	12226.98	12219.82	11810.46	
13726.26	13714.96	13752.52	13768.08	13751.98	13310.9	13326.14	13303.3	12885.54	12872.46	12489.3	12477.9	12043.58	
14108.6	14097.88	14137.12	14152.38	14137.22	13695.26	13709.94	13692.66	13261.02	13260.32	12868.36	12857.58	12417.88	
14569.92	14557.86	14605.16	14615.9	14599.3	14167	14184.68	14156.28	13739.16	13733.16	13345.8	13332.8	12900.14	
15054.42	15033.84	15076.76	15091.46	15081.62	14647.92	14662.4	14643.02	14225.08	14216.48	13836.78	13820.4	13388.94	
15529.66	15519.84	15560.72	15572.76	15563.42	15110.86	15134.92	15103.1	14678.66	14671.3	14271.74	14260.32	13815	
16121.88	16104.78	16161.48	16170.7	16153.76	15654	15673.72	15647.72	15176.56	15166.64	14725.76	14711.94	14225.4	
16919.66	16897.64	16950.86	16964.3	16944.1	16394.46	16413.82	16382.42	15855.86	15842.24	15357.58	15338.34	14802.52	
17812.96	17793.68	17839.76	17857.9	17835.42	17244.66	17266.4	17238.22	16676.92	16665.96	16137.72	16125.32	15552.34	
18628.48	18610.2	18662.42	18677.84	18659.44	18073.26	18099.18	18069.82	17512.52	17495.96	16971.54	16958.16	16389.58	
19567.82	19551.18	19599.44	19618.68	19601.62	19035.62	19063.92	19026.34	18491.38	18476.64	17969.6	17952.2	17399.04	
20860.32	20845.18	20893.08	20916.88	20883.92	20329.66	20356.88	20324.46	19785.76	19768.42	19268.48	19255.88	18704.96	
21611.74	21594.88	21650.34	21671.9	21650.02	21051.64	21084.02	21047.98	20473.24	20463.04	19923.4	19906.24	19329	
20956.88	20943.58	21001.68	21019.3	20997.72	20357.42	20391.58	20352.02	19742.46	19736.28	19169.56	19153.02	18531.36	
19493.32	19476.82	19530.66	19550.12	19529.24	18904.62	18930.36	18893.88	18295.66	18288.34	17726.96	17717.26	17100.78	
18369.34	18347.82	18404.36	18426.44	18407.88	17835.48	17860.88	17822.24	17283.06	17268.14	16763.78	16752.1	16175.62	
17923.56	17905.04	17957.44	17972.76	17952.44	17434.6	17454.3	17419.8	16922.72	16915.2	16447.68	16429.86	15902.08	
18124.04	18101.7	18152.8	18166.88	18150.68	17640.8	17658.62	17628.08	17142.24	17131	16666.8	16656.58	16135.72	
18975.68	18956.52	19007.46	19025.9	19003.56	18463.54	18478.56	18448.2	17925.72	17911.48	17424.06	17411.14	16861.04	
20236.26	20224.8	20268.8	20285.84	20265.8	19645.26	19667	19635.9	19040.38	19037.12	18481.6	18464.58	17858.02	
21005.32	20982.34	21035.46	21049.98	21029.9	20318.58	20343.9	20314.54	19642.64	19625.54	19008.96	18988.94	18317.04	
20917.1	20901.48	20946.28	20966.9	20950.02	20208.86	20225.94	20194.9	19485.1	19478.16	18823.96	18799.54	18097.6	
20661.02	20651.18	20692.24	20714.34	20691.14	19978.34	20003.42	19966.64	19288.26	19266.98	18636.24	18617.34	17930.98	
20965.48	20953.7	20994.5	21012.9	20991.54	20324.78	20349.82	20317.72	19681.08	19666.7	19076.24	19053.24	18417.42	
22002.78	21990.32	22027.6	22041.04	22028.9	21391.26	21408.86	21379.34	20779.12	20755.52	20185.64	20167.06	19555.98	
23226.92	23210.4	23241.88	23270.94	23244.44	22588.18	22601	22578.7	21938.4	21927.34	21325.28	21314.4	20679.06	
23737.7	23726.9	23764.14	23785.7	23760.36	23012.38	23032.82	23003.34	22289.14	22274.96	21596.86	21584.8	20869.36	
23875.56	23857.06	23905.88	23925	23905.04	23073.66	23083.42	23050.44	22254.48	22239.74	21489.62	21475.12	20702.3	
24376.76	24356.78	24400.8	24423.94	24400.18	23546.16	23566.42	23531.48	22710.18	22696.2	21930.24	21904.02	21104.86	
24521.12	24498.64	24553.42	24571.66	24552.9	23722.28	23742.06	23711.1	22923.22	22908.62	22173.56	22149.22	21371.22	
23453.06	23435.44	23487.92	23511.62	23490.88	22749.54	22777.94	22736.38	22027.22	22015.82	21348.56	21337.44	20614.74	
21870.44	21848.56	21906.46	21928	21905.8	21265.26	21292.42	21252.8	20642.42	20626.98	20059.74	20046.5	19401.76	
20754.82	20742.72	20789.7	20822.58	20791.5	20214.72	20237.08	20199.9	19647.92	19636.4	19112.14	19102.22	18510.98	
20331.82	20318.36	20371.18	20391.26	20372.82	19770.94	19790.46	19751.26	19176.4	19165.2	18628.16	18611.8	17999.84	
20380.66	20367.4	20407.04	20433.94	20410.36	19735.98	19756.08	19715.62	19070.76	19063.86	18458.76	18443.58	17780.88	
20652.34	20636.5	20684	20703.14	20679.02	19975.82	19998.78	19962.48	19292.28	19279.62	18649.58	18635.66	17950.64	
20970.8	20960.5	21010.34	21023.76	21005.54	20350.5	20372.8	20335.6	19715.22	19707.18	19120.96	19098.34	18454.2	
21220.9	21198.58	21250.96	21268.38	21250.56	20646.06	20669.04	20636.7	20055.72	20052.02	19504.28	19489.06	18883.38	
21312.14	21300.22	21352.12	21368.5	21355.78	20753	20775.96	20736.9	20164.74	20154.44	19610.28	19592.54	18991.66	
21579.44	21564.72	21624.6	21636.74	21616.52	20983.46	21011.08	20964.04	20357.66	20347.88	19775.32	19762.72	19125.08	
22541.36	22524.94	22579.02	22599.32	22570.64	21876.1	21897.44	21857.64	21190.38	21178.22	20546.1	20533.58	19835.02	
24410.6	24395.1	24445.74	24458.24	24438.46	23630.14	23660.48	23615.18	22844.34	22832.24	22110.04	22093.1	21310.66	
25985.32	25963.04	26016.88	26036.3	26017.4	25151.88	25182.66	25139.08	24310.1	24293.5	23516.34	23497.26	22674.68	
26291.22	26269.26	26331.28	26349.42	26324.12	25526	25556.44	25510.56	24744.1	24734.54	24014.76	23998.46	23217.54	
