GAS
N2	99999
SO2	503
NO	500

FLOW
1	True	2000	0	0	0.00	0.00	
2	True	1500	0	500	0.00	125.00	
3	True	1000	0	1000	0.00	250.00	
4	True	500	0	1500	0.00	375.00	
5	True	0	0	2000	0.00	500.00	
6	True	1500	500	0	125.75	0.00	
7	True	1000	500	500	125.75	125.00	
8	True	0	500	1500	125.75	375.00	
9	True	1000	1000	0	251.50	0.00	
10	True	0	1000	1000	251.50	250.00	
11	True	500	1500	0	377.25	0.00	
12	True	0	1500	500	377.25	125.00	
13	True	0	2000	0	503.00	0.00	

SPEC
1	2	3	4	5	6	7	8	9	10	11	12	13	
25727.46	25703.6	25766.3	25779.94	25761.32	25075.84	25107.66	25062.18	24401.9	24389.2	23771.44	23746	23068.52	
24940.38	24919.48	24983.72	24996.08	24974.86	24331.08	24364	24326.12	23702.36	23692.96	23119.42	23098.92	22445.38	
24043.3	24023.92	24091.54	24108.46	24085.14	23415.04	23445	23401.18	22758.34	22751.12	22151.88	22131.86	21456.58	
23465.76	23444.34	23507.44	23526.68	23500.38	22774.26	22810.6	22764.64	22071.64	22055.32	21395.74	21386.42	20654.98	
23079.6	23053.8	23130.56	23138.26	23119.78	22362.4	22386.32	22341.9	21609.64	21611.34	20928.84	20905.98	20149.4	
22347.64	22316.56	22395.5	22415.26	22392.44	21674.66	21704.78	21656.44	20975.28	20965.74	20320.32	20309.22	19583.18	
21406.82	21382.28	21456.98	21472.44	21446.88	20836.16	20863.5	20821.8	20226.82	20223.56	19670.22	19649.74	19010.46	
20983.06	20956.58	21028	21042.56	21025.14	20494.22	20528.76	20478.52	19975.98	19967.68	19490.04	19470.68	18908.4	
21110.54	21086.2	21154.84	21169.9	21150.42	20643.1	20671.84	20627.42	20134.02	20128.72	19668.46	19656.22	19108.36	
21537.72	21513.36	21582.24	21593.42	21581.36	20990.18	21015.28	20971.72	20412.06	20403.02	19862.48	19850	19235.88	
22144.36	22115.12	22193.78	22201.68	22178.74	21477.24	21517.66	21460.6	20786.12	20780.54	20156.32	20136.36	19426.3	
22887.74	22855.06	22930.58	22941.72	22926.14	22160.02	22187.26	22137.64	21403.7	21397.5	20710.74	20687.2	19925.4	
23709.84	23678.98	23757.86	23770.82	23743.4	22964.06	22997.58	22949.2	22196.82	22195.74	21492.64	21472.78	20695.06	
24663.86	24637.48	24712.76	24719.66	24699.32	23966.02	23997.04	23946.88	23246.22	23239.36	22577.88	22558.7	21822.68	
25355.32	25324.48	25398.88	25414.12	25384.44	24751.98	24789.12	24738.4	24127.02	24124.04	23547.92	23531.2	22874.74	
25370.12	25345.58	25422.16	25432.18	25415.18	24865.1	24894.24	24849.04	24309.68	24315.2	23808.18	23783.3	23193.66	
24774.22	24743.58	24826.82	24838.62	24816.38	24275.84	24307.84	24254.48	23721.8	23724.86	23216.68	23201.32	22609.66	
24036.48	24007.66	24094.62	24103.7	24082.5	23438.06	23479.3	23428.98	22812.5	22811.42	22221.1	22209.52	21540	
23494.52	23472.18	23549.82	23560.32	23528.88	22781.8	22824.8	22772.66	22046.14	22047.1	21363.86	21345.6	20587.88	
23344.26	23322.66	23396.84	23405.68	23385	22623.1	22661.76	22608.1	21880.86	21881.4	21195.18	21173.08	20407.82	
23576.96	23548.36	23614.92	23630.26	23612.58	22942.68	22981.74	22927.72	22284.46	22282.12	21669.5	21653.66	20972.72	
24224.08	24196.62	24270.62	24278.18	24254.66	23694.66	23728.98	23681.68	23137.22	23133.16	22625.84	22603.6	22016.72	
25071.24	25040.7	25112.92	25120.76	25092.18	24624.96	24656.74	24606.1	24138.06	24134.72	23692.84	23678.72	23156.78	
25699	25672.14	25737	25745.34	25725.46	25280.98	25308.4	25272.6	24832.26	24827.1	24428.6	24410.18	23929.5	
25871.24	25841.76	25907.62	25916.64	25899.56	25369.62	25404.22	25365.1	24853.68	24852.28	24380.68	24358.98	23817.04	
25525.9	25497.22	25564.24	25575.54	25553.4	24874.94	24900.62	24861.9	24205.32	24202.04	23579.24	23565.66	22888.3	
24601.28	24579.96	24646.54	24654.06	24637.56	23864.04	23897.32	23851.52	23112.12	23109.98	22409.54	22390.12	21639.86	
23317.76	23289.38	23354.14	23362.02	23347.62	22637.88	22669.36	22625.16	21945.44	21947.08	21304.44	21288.3	20587.72	
22032.36	22017.2	22077.54	22085.54	22064.6	21495.5	21530.52	21486.68	20942.54	20947.3	20426.16	20410.38	19818.54	
20935.96	20913.52	20982.18	20985.4	20970.3	20549.3	20577.62	20538.16	20121.88	20125.54	19724.76	19717.98	19240.36	
20009.92	19996.4	20057.66	20065.94	20044.32	19720.46	19751.9	19707.52	19388	19388.02	19087.42	19085.5	18689.48	
19265.46	19245.86	19305.1	19323.38	19301.62	19006.3	19043.42	19001.62	18725.04	18723.42	18450.1	18443.62	18097.38	
18674.08	18640.76	18707.9	18710.68	18697.84	18345.58	18373.44	18334.48	17990.06	17989.96	17671.18	17661.86	17262.92	
18189.42	18175.5	18236.04	18237.98	18226.76	17736.78	17769.34	17725.56	17254.32	17254.44	16815.66	16799.24	16286.2	
17790.56	17772.04	17827.72	17841.78	17826.68	17266.14	17294.08	17258.32	16725.92	16726.7	16220.66	16204.8	15644.7	
17407.92	17388.74	17449.06	17459.96	17444.22	16967.3	16991.2	16954.58	16491.44	16488.16	16051.72	16033.88	15538.58	
16983.6	16968.38	17022.52	17024.46	17011.58	16648	16672.96	16633.62	16285.46	16283.4	15951.68	15945.28	15533.9	
16588.14	16568.76	16618.98	16630.88	16620.3	16340.7	16361.24	16326.12	16053.22	16058.92	15805.74	15787.52	15460.66	
16259.84	16242.04	16297.24	16309.16	16285.14	16059.06	16093.28	16056.6	15836.3	15848.26	15638.26	15624.9	15344.6	
16019.24	16007.2	16058.68	16059.72	16046.12	15829.32	15860.84	15814.82	15610.98	15605.94	15407.36	15395.6	15123.64	
15843.36	15825.98	15874.46	15879.12	15869.38	15576.14	15605.86	15566.56	15285.66	15290.14	15023.62	15017.58	14685.02	
15809.92	15800.5	15844.26	15848.96	15833.88	15448.14	15464.14	15435.22	15050.04	15052.62	14694.58	14684.42	14257.72	
15985.72	15975.64	16018.12	16027.08	16016.06	15577.5	15603.32	15562.52	15141	15140.36	14740.06	14726.74	14270.56	
16040	16028.2	16069.32	16080.94	16068.5	15680.84	15702.82	15666.82	15290.82	15292.84	14938.72	14928.88	14516.42	
15550.28	15545.08	15586.06	15589.34	15577.84	15286.68	15307.3	15278.48	14996.94	14998.44	14723.72	14715.16	14384.8	
14659.58	14644.6	14693.96	14698.52	14688.1	14473.14	14499.86	14468	14257.2	14264.14	14073.24	14066.82	13797.42	
13799.12	13779.86	13827.02	13836.04	13825.58	13661.48	13679.02	13644.6	13487.64	13492.92	13334.68	13331.28	13103.56	
13156.16	13144.7	13187.8	13194.88	13189.88	13026.1	13051.88	13026.1	12874.6	12879.52	12731.34	12729.74	12511.78	
12727.98	12712.88	12754.28	12762.94	12755.28	12560.38	12580.16	12552.52	12375.78	12376.46	12194.08	12191.16	11959.12	
12518.24	12510.32	12548.72	12552.48	12537.28	12282.78	12304.56	12271.48	12024.54	12033.4	11790.34	11791.54	11489.04	
12465.28	12456.26	12492.12	12491.3	12481.96	12193.14	12208.9	12180.56	11899.42	11897.72	11621.96	11622.5	11293.24	
12343.26	12345.08	12367.6	12378	12371.4	12109.92	12125.56	12100.24	11852.92	11852.62	11615.22	11608.28	11314.28	
12060.6	12049.24	12079.02	12085.2	12081.36	11893.32	11901.66	11881.66	11691.24	11695.56	11509.36	11502.62	11268.46	
11796.28	11788.98	11820.96	11820.44	11816.02	11671.12	11690.4	11663.82	11515.78	11519.4	11384.48	11382.82	11189.86	
11657.74	11650.9	11683.86	11688	11685.52	11563.76	11580.34	11560.42	11441.36	11439.42	11335.82	11333.8	11159.86	
11573.38	11562.12	11593.3	11593.06	11591.8	11481.12	11496.58	11473.6	11362.42	11366.44	11257.76	11257.64	11091.24	
11448.06	11442.98	11474.62	11485.92	11476.8	11337.28	11353.72	11331.78	11200.34	11203.28	11071.68	11074.8	10886.68	
11430.22	11423.3	11459.28	11449.28	11450.44	11269.6	11288.88	11262.18	11084.72	11090.16	10925.38	10920.54	10691.04	
11592.28	11585.9	11622.82	11630.46	11617.42	11399.36	11409.62	11386.16	11174.56	11172.42	10969.42	10963.38	10702.76	
11734.56	11728.7	11759.52	11765.44	11757.96	11539.86	11561.48	11537.32	11324.42	11327.02	11122.34	11120.48	10872.84	
11537	11526.98	11560.08	11564.22	11554.36	11389.06	11405.52	11379.22	11215.36	11218.82	11055.8	11053.28	10834.94	
11097.68	11090.12	11124.38	11128.92	11122.12	10994.8	11015.32	10979.82	10864.06	10866.62	10751.22	10749.52	10568.52	
10740.38	10730.44	10768.92	10769.66	10769.34	10660.74	10678.2	10656.48	10557.98	10564.84	10467.14	10462.78	10304.86	
10629.6	10612.72	10654.84	10653.96	10647.84	10556.66	10574.88	10553.68	10462.02	10460	10379.28	10377.42	10227.32	
10779.5	10768.1	10802.06	10803.18	10798.1	10699.08	10709.44	10688.98	10594.2	10598.74	10505.42	10503.2	10350.28	
11199.08	11184.26	11213.46	11221.92	11214.26	11086.52	11100.9	11076.78	10954.06	10959.4	10841.72	10841.56	10662.68	
11689.46	11681.18	11717.02	11718.4	11710.3	11541.08	11558.72	11531.66	11373.84	11373.08	11216.46	11208.2	10998.18	
12045.78	12031.82	12068.26	12073.98	12065.38	11881.98	11895.54	11869.78	11694.46	11695.58	11520.62	11513.68	11279.88	
12236.82	12227.8	12257.4	12260.5	12254.64	12096.32	12108.84	12081.8	11929.64	11931.56	11779.92	11775.3	11570.26	
12265.76	12259.76	12296.1	12295.56	12285.64	12164.36	12180.66	12150.28	12036.12	12039.72	11921.74	11919.52	11746.9	
12046.12	12039.16	12067.7	12071.24	12061.88	11965.94	11982.42	11959.28	11863.7	11871.02	11779.42	11774.86	11623.02	
11699.02	11694.28	11721.48	11724.58	11713.8	11629.24	11643.68	11620.76	11538.46	11541.1	11457.38	11456.26	11316.14	
11515.88	11500.18	11535.2	11536.8	11532.52	11439.24	11452.46	11429.3	11349.58	11352.1	11266.8	11261.88	11127.16	
11505.52	11503.02	11531.92	11533.28	11528.08	11424.5	11434.62	11416.66	11319.42	11319.78	11228.88	11223.66	11076.82	
11480.82	11478.42	11506.76	11506.12	11503.08	11378.58	11397.62	11378.6	11257.86	11262.12	11147.08	11146.42	10989.74	
11296.32	11292.14	11314.98	11321.94	11304.46	11186.6	11198.68	11179.8	11054.24	11061.96	10945.52	10936.54	10775.04	
11001.7	10993.82	11017.3	11024.2	11018.64	10906.22	10925.14	10898.96	10786.72	10794.2	10681.48	10687.46	10529.84	
10783.06	10780.06	10800.68	10811.14	10802.34	10708.44	10722.12	10700.96	10620.3	10615.76	10532.38	10525.96	10397.46	
10715.1	10703.84	10730.56	10732.84	10732.78	10654.38	10668.46	10650.42	10585.72	10581.16	10513.04	10507.4	10395.94	
10769.74	10760.86	10787.92	10790.66	10783.06	10718.4	10730.36	10714.16	10649.2	10649	10596.64	10591.86	10483.66	
10822.22	10825.9	10843.76	10844.96	10837.34	10782.7	10793	10769.34	10708.72	10715.9	10655.42	10658.26	10558.12	
10727.18	10721.2	10741.8	10746.18	10744.58	10678.1	10692	10671.7	10612.28	10614.84	10554.86	10551.26	10446.66	
10399.5	10399.78	10416.88	10418.54	10417.38	10347.82	10358.56	10340.38	10277.3	10278.66	10216.14	10217.74	10111.06	
9999.95	9988.5	10014.01	10016.66	10009.48	9934.11	9944.479	9927.859	9856.48	9857.21	9786.4	9784.25	9664.95	
9646.49	9638.431	9666.791	9667.698	9664.459	9585.709	9597.341	9578.45	9505.15	9505.2	9433.14	9431.13	9307.74	
9420.271	9414.119	9445.989	9442.9	9435.55	9366.81	9376.681	9367.15	9295.689	9295.9	9231.07	9231.021	9116.321	
9319.68	9308.75	9336.029	9337.26	9340.699	9280.1	9291.891	9273.939	9216.26	9223.529	9171.779	9167.54	9061.631	
9337.56	9330.409	9354.91	9351.74	9355.92	9307.81	9323.71	9300.689	9256.909	9262.82	9222.8	9223.04	9122.75	
9476.771	9467.44	9493.53	9495.51	9492.1	9452.1	9467.45	9443.32	9406.83	9413.909	9376.681	9372.909	9279.431	
9784.389	9777.32	9801.391	9808.55	9801.76	9764.18	9781.76	9751.88	9709.7	9715.76	9682.569	9683.07	9582.15	
10344.06	10327.7	10368.48	10362.16	10362.38	10314.9	10326.94	10306.48	10263.38	10267.12	10222.1	10219.38	10121.24	
11218.4	11204.08	11241.7	11236.5	11231.24	11181.04	11189.1	11167.4	11117.26	11121.5	11073.42	11067.4	10966.14	
12044.98	12036.66	12064.34	12069.22	12061.38	12000.14	12015.08	11992.42	11929.02	11941.58	11879.82	11873.14	11762.86	
12175.16	12165.18	12199.3	12200.9	12193.82	12130.18	12148.9	12125.72	12062.38	12067.74	12008.34	12005.56	11892.84	
11468.44	11456.82	11500.7	11499.84	11496.7	11436.4	11456.86	11436.2	11377.22	11387.4	11338.26	11331.04	11213.06	
10516.56	10503.28	10543.5	10535.22	10536.74	10494.92	10512	10486.56	10443.2	10453.58	10415.58	10406.42	10306.46	
9758.62	9749.66	9787.069	9787.12	9783.71	9744.9	9764.81	9743.63	9709.89	9717.249	9684.869	9682.689	9588.591	
9259.131	9247.91	9279.529	9283.779	9277.369	9250.761	9259.84	9244.409	9216.7	9221.37	9194.12	9194.279	9103.541	
8924.85	8917.39	8945.38	8949.3	8935.54	8912.681	8934.45	8906.069	8879.92	8884.419	8862.01	8859.141	8775.182	
8703.99	8697.791	8731.6	8734.38	8724.4	8703.959	8713.86	8688.85	8661.69	8670.86	8642.521	8640.55	8557.28	
8599.89	8592.029	8627.061	8623.13	8618.189	8590.19	8607.53	8581	8555.21	8564.341	8537.41	8535.78	8451.97	
8553.51	8548.21	8574.839	8573.2	8573.301	8543.369	8550	8538.131	8515.57	8513.8	8494.06	8485.45	8406.859	
8493.56	8478.84	8510.54	8516.311	8511.79	8481.699	8502.119	8478.78	8449.33	8456.091	8428.5	8429.98	8349.51	
8402.57	8399.05	8428.13	8427.47	8417.3	8397.189	8408.04	8389.359	8361.971	8365.51	8344.209	8340.53	8261.55	
8332.37	8323.591	8360.62	8356.89	8348.65	8325.771	8340.56	8325.109	8303.6	8304.84	8285.27	8279.141	8203.029	
8337.091	8331.66	8361.12	8358.66	8356.62	8335.471	8344.23	8327.62	8311.61	8314.74	8292.42	8295.59	8219.62	
8440.399	8426.609	8455.971	8461.71	8452.361	8444.971	8449.609	8432.42	8415.89	8421.31	8407.9	8403.35	8331.12	
8652.591	8645.42	8676.529	8680.73	8671.14	8660.74	8671.15	8648.25	8637.35	8639.09	8631.729	8624.68	8551.48	
8994.92	8989.99	9014.931	9019.18	9014.14	8996.86	9004.19	8989.311	8971.721	8981.979	8963.811	8959.48	8889.25	
9409.15	9401.23	9425.57	9431.209	9425.07	9409.729	9426.719	9400.67	9381.6	9384.721	9368.85	9368.889	9290.3	
9657.181	9649.069	9684.939	9680.4	9676.409	9660.029	9677.82	9653.42	9633.521	9634.681	9617	9619.89	9542.08	
9580.63	9572.85	9606.211	9602.3	9601.6	9577.181	9594.971	9576.6	9560.38	9564.55	9545.33	9550.511	9471.091	
9233.229	9219.641	9249.9	9255.85	9251.199	9233.729	9246.301	9222.9	9215.35	9221.601	9211.47	9207.709	9137.271	
8815.51	8808.359	8841.03	8837.95	8835.141	8825.84	8837.391	8818.1	8805.361	8814.319	8799.561	8802.369	8735.351	
8463.51	8452.32	8490.37	8489.83	8484.37	8471.021	8492.66	8467.26	8453.939	8462.141	8452.409	8447.02	8381.06	
8227.84	8220.979	8256.189	8252.409	8253.689	8241.569	8257.62	8233.68	8223.641	8231.65	8219.841	8216.32	8150.46	
8092.3	8085.931	8120.25	8115.081	8113.021	8102.73	8119.91	8098.69	8093.86	8102.091	8090.289	8089.109	8023.22	
8037.62	8033.49	8060.82	8058.12	8057.48	8050.931	8068.09	8040.89	8043.62	8042	8040.581	8038.021	7974.01	
8042.25	8043.99	8067.94	8066.8	8064.24	8060.14	8070.439	8053.59	8046.931	8046.54	8051.95	8045.859	7981.73	
8105.91	8098.56	8127.31	8124.8	8124.42	8115.18	8129.76	8108.68	8107.17	8105.84	8106.87	8101.65	8034.66	
8200.189	8199.521	8225.75	8224.1	8223.209	8215.249	8230.459	8210.47	8205.92	8209.459	8203.27	8198.31	8135.35	
8343.251	8333.5	8362.471	8366.41	8358.51	8352.029	8364.18	8347.99	8343.84	8351.18	8343.98	8342.37	8274.2	
8525.09	8520.15	8553.29	8547.721	8542.57	8533.649	8553.57	8534.35	8525.001	8534.4	8530.11	8528.3	8461.34	
